Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,User ID
173274,Bose SoundSport Headphones,1,99.99,03/06/19 21:07,"197 Meadow St, Los Angeles, CA 90001",56320.0
223825,USB-C Charging Cable,1,11.95,07/05/19 11:47,"649 Johnson St, San Francisco, CA 94016",13890.0
311116,Macbook Pro Laptop,1,1700,12/02/19 09:21,"503 Johnson St, San Francisco, CA 94016",64037.0
315068,Bose SoundSport Headphones,1,99.99,12/14/19 11:14,"841 Forest St, New York City, NY 10001",78403.0
186370,USB-C Charging Cable,2,11.95,04/14/19 09:27,"927 Madison St, Portland, OR 97035",11207.0
235582,AA Batteries (4-pack),1,3.84,07/31/19 18:53,"575 West St, Los Angeles, CA 90001",30768.0
272029,AA Batteries (4-pack),1,3.84,10/24/19 16:36,"711 Park St, Los Angeles, CA 90001",22590.0
206078,27in FHD Monitor,1,149.99,05/04/19 22:11,"880 7th St, Los Angeles, CA 90001",55202.0
257277,Apple Airpods Headphones,1,150,09/13/19 00:35,"260 12th St, San Francisco, CA 94016",32996.0
268247,AA Batteries (4-pack),1,3.84,10/05/19 17:07,"799 Highland St, San Francisco, CA 94016",54660.0
211860,Lightning Charging Cable,1,14.95,06/11/19 11:57,"451 Highland St, Austin, TX 73301",79011.0
319171,USB-C Charging Cable,1,11.95,12/20/19 21:52,"870 Jackson St, New York City, NY 10001",59395.0
175938,Vareebadd Phone,1,400,03/03/19 13:44,"962 South St, Los Angeles, CA 90001",37275.0
146865,Lightning Charging Cable,1,14.95,01/20/19 12:38,"396 6th St, Los Angeles, CA 90001",79216.0
232778,Google Phone,1,600,07/05/19 01:42,"208 Church St, San Francisco, CA 94016",53337.0
236445,Lightning Charging Cable,1,14.95,07/01/19 19:36,"307 8th St, Seattle, WA 98101",6111.0
210299,Apple Airpods Headphones,1,150,06/06/19 14:26,"454 9th St, San Francisco, CA 94016",22430.0
219681,USB-C Charging Cable,1,11.95,06/28/19 06:29,"538 Hill St, Los Angeles, CA 90001",49432.0
142738,Macbook Pro Laptop,1,1700,01/06/19 17:42,"171 Highland St, Seattle, WA 98101",47292.0
203978,USB-C Charging Cable,1,11.95,05/13/19 17:55,"822 Walnut St, New York City, NY 10001",70771.0
279542,Macbook Pro Laptop,1,1700,11/03/19 07:13,"851 8th St, Los Angeles, CA 90001",61526.0
189168,Bose SoundSport Headphones,1,99.99,04/22/19 09:34,"922 Church St, San Francisco, CA 94016",55453.0
255006,AAA Batteries (4-pack),1,2.99,09/30/19 21:37,"619 Elm St, Boston, MA 02215",66908.0
285107,USB-C Charging Cable,1,11.95,11/30/19 14:35,"803 West St, New York City, NY 10001",5573.0
205199,Apple Airpods Headphones,1,150,05/14/19 20:43,"514 Meadow St, Boston, MA 02215",39422.0
252300,AA Batteries (4-pack),1,3.84,09/21/19 19:36,"91 North St, Dallas, TX 75001",27919.0
189408,Flatscreen TV,1,300,04/08/19 15:58,"406 Sunset St, New York City, NY 10001",40849.0
253917,Lightning Charging Cable,1,14.95,09/24/19 15:27,"547 Washington St, New York City, NY 10001",26641.0
160815,AA Batteries (4-pack),2,3.84,02/25/19 00:45,"215 Church St, San Francisco, CA 94016",29330.0
145204,Bose SoundSport Headphones,1,99.99,01/17/19 00:32,"694 2nd St, Los Angeles, CA 90001",63512.0
318081,AA Batteries (4-pack),2,3.84,12/17/19 19:52,"258 Willow St, Boston, MA 02215",53170.0
301382,Google Phone,1,600,12/18/19 12:09,"925 Park St, San Francisco, CA 94016",25749.0
270362,AA Batteries (4-pack),1,3.84,10/13/19 09:40,"588 Main St, New York City, NY 10001",6085.0
234659,USB-C Charging Cable,1,11.95,07/06/19 09:11,"382 7th St, Los Angeles, CA 90001",72859.0
198518,Lightning Charging Cable,2,14.95,05/08/19 00:43,"503 1st St, San Francisco, CA 94016",43032.0
262059,34in Ultrawide Monitor,1,379.99,10/31/19 16:20,"77 Jackson St, Portland, OR 97035",77613.0
197662,Bose SoundSport Headphones,1,99.99,05/23/19 01:04,"453 Madison St, New York City, NY 10001",57454.0
271603,iPhone,1,700,10/23/19 01:26,"960 2nd St, Los Angeles, CA 90001",69539.0
282999,Lightning Charging Cable,1,14.95,11/05/19 19:40,"957 Lakeview St, San Francisco, CA 94016",29632.0
215621,AAA Batteries (4-pack),1,2.99,06/28/19 14:34,"689 Adams St, New York City, NY 10001",32008.0
200303,Bose SoundSport Headphones,1,99.99,05/29/19 06:35,"705 Cherry St, Atlanta, GA 30301",43095.0
192262,AAA Batteries (4-pack),2,2.99,04/19/19 22:54,"136 Johnson St, San Francisco, CA 94016",38720.0
149956,Flatscreen TV,1,300,01/21/19 13:16,"716 West St, Dallas, TX 75001",66786.0
312556,Lightning Charging Cable,1,14.95,12/23/19 19:21,"80 Walnut St, Seattle, WA 98101",62585.0
228500,USB-C Charging Cable,1,11.95,07/10/19 21:10,"116 12th St, New York City, NY 10001",65877.0
232477,AAA Batteries (4-pack),2,2.99,07/07/19 22:23,"729 Ridge St, San Francisco, CA 94016",10728.0
316221,Apple Airpods Headphones,1,150,12/19/19 15:23,"361 North St, San Francisco, CA 94016",31728.0
161994,AA Batteries (4-pack),2,3.84,02/09/19 12:04,"396 Willow St, Dallas, TX 75001",22570.0
195881,AA Batteries (4-pack),2,3.84,05/21/19 13:01,"640 West St, Los Angeles, CA 90001",79630.0
173677,Wired Headphones,1,11.99,03/19/19 20:23,"647 Pine St, New York City, NY 10001",47774.0
167384,Bose SoundSport Headphones,2,99.99,03/26/19 12:05,"875 Center St, San Francisco, CA 94016",68158.0
177552,Wired Headphones,1,11.99,04/05/19 15:01,"107 11th St, Austin, TX 73301",77114.0
256264,Wired Headphones,1,11.99,09/26/19 00:13,"534 Adams St, Boston, MA 02215",65011.0
200836,AAA Batteries (4-pack),1,2.99,05/06/19 13:33,"377 Adams St, Dallas, TX 75001",67848.0
168917,Bose SoundSport Headphones,1,99.99,03/03/19 14:02,"238 Adams St, New York City, NY 10001",31176.0
172716,iPhone,1,700,03/07/19 08:34,"392 Hill St, Atlanta, GA 30301",46878.0
220929,AA Batteries (4-pack),2,3.84,06/26/19 10:13,"169 13th St, San Francisco, CA 94016",12019.0
191085,AA Batteries (4-pack),1,3.84,04/17/19 17:33,"43 Sunset St, Los Angeles, CA 90001",4848.0
188642,AA Batteries (4-pack),1,3.84,04/07/19 15:53,"695 Main St, Dallas, TX 75001",75208.0
312382,34in Ultrawide Monitor,1,379.99,12/29/19 09:53,"349 Willow St, Los Angeles, CA 90001",69912.0
249434,Macbook Pro Laptop,1,1700,09/12/19 21:49,"409 Maple St, Austin, TX 73301",21325.0
273163,Apple Airpods Headphones,1,150,10/02/19 03:42,"73 South St, San Francisco, CA 94016",53040.0
278262,20in Monitor,1,109.99,10/04/19 00:02,"741 8th St, San Francisco, CA 94016",6137.0
144517,AA Batteries (4-pack),2,3.84,01/20/19 22:26,"612 Church St, Los Angeles, CA 90001",6648.0
297186,USB-C Charging Cable,1,11.95,12/04/19 17:26,"848 Elm St, Los Angeles, CA 90001",58477.0
278251,27in FHD Monitor,1,149.99,10/21/19 17:17,"666 Walnut St, Portland, OR 97035",62815.0
263270,Wired Headphones,1,11.99,10/07/19 17:45,"216 9th St, San Francisco, CA 94016",42609.0
188092,Wired Headphones,1,11.99,04/10/19 07:18,"587 Forest St, San Francisco, CA 94016",73470.0
213015,USB-C Charging Cable,1,11.95,06/14/19 19:50,"152 11th St, Seattle, WA 98101",33850.0
196863,27in FHD Monitor,1,149.99,05/23/19 15:51,"833 Cedar St, San Francisco, CA 94016",46202.0
198131,Lightning Charging Cable,1,14.95,05/04/19 04:46,"414 12th St, Dallas, TX 75001",38168.0
197004,20in Monitor,1,109.99,05/31/19 02:06,"544 Main St, New York City, NY 10001",70956.0
215190,Bose SoundSport Headphones,1,99.99,06/23/19 18:22,"486 North St, Austin, TX 73301",29353.0
236474,Apple Airpods Headphones,1,150,07/10/19 21:42,"260 Spruce St, Atlanta, GA 30301",51294.0
199740,Lightning Charging Cable,1,14.95,05/30/19 18:05,"802 4th St, New York City, NY 10001",12095.0
307225,AA Batteries (4-pack),2,3.84,12/19/19 19:28,"987 Center St, Los Angeles, CA 90001",27462.0
193907,Lightning Charging Cable,1,14.95,04/28/19 22:31,"695 West St, Los Angeles, CA 90001",73396.0
283153,Bose SoundSport Headphones,1,99.99,11/05/19 05:55,"979 Park St, New York City, NY 10001",63284.0
222142,AA Batteries (4-pack),2,3.84,06/15/19 13:40,"849 Meadow St, Boston, MA 02215",44341.0
234052,27in FHD Monitor,1,149.99,07/28/19 16:18,"616 Forest St, New York City, NY 10001",24982.0
315254,iPhone,1,700,12/25/19 18:02,"707 8th St, Portland, OR 97035",64985.0
200791,AAA Batteries (4-pack),1,2.99,05/17/19 18:28,"302 Hickory St, Los Angeles, CA 90001",25836.0
282943,USB-C Charging Cable,2,11.95,11/09/19 13:35,"464 Center St, Dallas, TX 75001",12193.0
273032,AAA Batteries (4-pack),1,2.99,10/17/19 21:17,"148 South St, Atlanta, GA 30301",34887.0
268386,AA Batteries (4-pack),1,3.84,10/22/19 11:28,"52 Jackson St, San Francisco, CA 94016",21807.0
274514,iPhone,1,700,10/09/19 10:05,"931 Willow St, Austin, TX 73301",30416.0
257195,AA Batteries (4-pack),1,3.84,09/16/19 06:22,"943 5th St, Los Angeles, CA 90001",76321.0
151126,Wired Headphones,1,11.99,02/22/19 12:12,"760 River St, Atlanta, GA 30301",71730.0
197397,Lightning Charging Cable,1,14.95,05/29/19 13:50,"907 Maple St, Los Angeles, CA 90001",58074.0
205170,AAA Batteries (4-pack),1,2.99,05/31/19 23:22,"609 Pine St, Seattle, WA 98101",56594.0
231081,USB-C Charging Cable,1,11.95,07/03/19 13:47,"693 Sunset St, San Francisco, CA 94016",32516.0
290496,Apple Airpods Headphones,1,150,11/07/19 17:38,"81 7th St, Los Angeles, CA 90001",60394.0
239381,Apple Airpods Headphones,1,150,08/04/19 07:18,"621 Meadow St, Los Angeles, CA 90001",16034.0
296463,34in Ultrawide Monitor,1,379.99,12/01/19 10:46,"348 Lakeview St, Dallas, TX 75001",56117.0
206920,LG Dryer,1,600.0,05/13/19 14:09,"124 4th St, Portland, ME 04101",34993.0
300542,USB-C Charging Cable,1,11.95,12/30/19 00:24,"961 Cherry St, Portland, OR 97035",75635.0
247184,Bose SoundSport Headphones,1,99.99,08/31/19 21:07,"164 2nd St, Atlanta, GA 30301",51818.0
145703,AA Batteries (4-pack),1,3.84,01/15/19 18:32,"552 12th St, Boston, MA 02215",69907.0
220149,Apple Airpods Headphones,1,150,06/15/19 15:43,"597 Spruce St, Boston, MA 02215",73287.0
141739,AA Batteries (4-pack),1,3.84,01/27/19 10:55,"383 Jackson St, Atlanta, GA 30301",53514.0
254400,AAA Batteries (4-pack),3,2.99,09/08/19 21:22,"610 Meadow St, Boston, MA 02215",65617.0
251232,34in Ultrawide Monitor,1,379.99,09/15/19 19:17,"513 Maple St, Austin, TX 73301",66641.0
257658,AAA Batteries (4-pack),1,2.99,09/18/19 11:50,"335 4th St, Los Angeles, CA 90001",13471.0
219931,Google Phone,1,600,06/04/19 10:46,"471 Madison St, Seattle, WA 98101",5799.0
269714,Apple Airpods Headphones,1,150,10/07/19 18:50,"40 Adams St, Austin, TX 73301",6756.0
241835,Wired Headphones,1,11.99,08/25/19 15:38,"497 Dogwood St, New York City, NY 10001",21073.0
141247,27in FHD Monitor,1,149.99,01/25/19 19:19,"512 Wilson St, San Francisco, CA 94016",71437.0
318477,AA Batteries (4-pack),1,3.84,12/09/19 21:51,"374 Adams St, San Francisco, CA 94016",73702.0
151953,27in FHD Monitor,1,149.99,02/07/19 17:59,"191 Spruce St, New York City, NY 10001",52956.0
170827,Lightning Charging Cable,1,14.95,03/08/19 12:17,"939 7th St, Los Angeles, CA 90001",4219.0
306366,Wired Headphones,1,11.99,12/15/19 21:31,"812 Meadow St, San Francisco, CA 94016",15155.0
314579,20in Monitor,1,109.99,12/13/19 11:13,"183 8th St, San Francisco, CA 94016",67302.0
184887,USB-C Charging Cable,1,11.95,04/21/19 11:25,"337 Spruce St, San Francisco, CA 94016",38301.0
141629,27in FHD Monitor,1,149.99,01/27/19 12:22,"434 Church St, San Francisco, CA 94016",25225.0
248188,Apple Airpods Headphones,1,150.0,09/08/19 22:17,"136 12th St, San Francisco, CA 94016",40835.0
236487,AA Batteries (4-pack),1,3.84,07/24/19 09:02,"119 9th St, Dallas, TX 75001",64689.0
180934,Bose SoundSport Headphones,1,99.99,04/08/19 17:00,"436 4th St, Dallas, TX 75001",25746.0
220789,Bose SoundSport Headphones,1,99.99,06/10/19 06:52,"449 Park St, San Francisco, CA 94016",62457.0
147011,Apple Airpods Headphones,1,150,01/12/19 01:21,"584 Maple St, New York City, NY 10001",33775.0
172304,Wired Headphones,1,11.99,03/07/19 14:52,"462 Jefferson St, Atlanta, GA 30301",16709.0
143946,Wired Headphones,2,11.99,01/18/19 18:15,"420 Cedar St, Dallas, TX 75001",11432.0
200019,27in FHD Monitor,1,149.99,05/16/19 16:17,"987 Jefferson St, San Francisco, CA 94016",5667.0
185438,Lightning Charging Cable,1,14.95,04/23/19 19:29,"529 River St, Los Angeles, CA 90001",42146.0
209217,27in 4K Gaming Monitor,1,389.99,05/14/19 10:08,"326 Lakeview St, Boston, MA 02215",67889.0
255661,AAA Batteries (4-pack),1,2.99,09/16/19 15:59,"413 Jackson St, Los Angeles, CA 90001",54112.0
282521,Apple Airpods Headphones,1,150,11/06/19 15:43,"658 11th St, Portland, ME 04101",25204.0
144427,Bose SoundSport Headphones,1,99.99,01/08/19 17:17,"778 14th St, Atlanta, GA 30301",67657.0
296208,27in 4K Gaming Monitor,1,389.99,12/31/19 23:04,"445 Cedar St, Los Angeles, CA 90001",42180.0
292509,Vareebadd Phone,1,400,11/28/19 13:32,"346 Ridge St, Seattle, WA 98101",4357.0
254701,Lightning Charging Cable,1,14.95,09/09/19 13:53,"652 Meadow St, New York City, NY 10001",1035.0
296827,Apple Airpods Headphones,1,150,12/28/19 13:36,"99 Center St, New York City, NY 10001",63007.0
307269,AA Batteries (4-pack),3,3.84,12/03/19 15:39,"660 12th St, San Francisco, CA 94016",54626.0
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,User ID
280239,AA Batteries (4-pack),1,3.84,11/08/19 12:02,"517 Park St, Seattle, WA 98101",22898.0
312841,AA Batteries (4-pack),1,3.84,12/03/19 09:00,"554 Meadow St, Boston, MA 02215",103.0
255127,USB-C Charging Cable,1,11.95,09/10/19 16:10,"944 4th St, San Francisco, CA 94016",66179.0
317809,AA Batteries (4-pack),3,3.84,12/13/19 20:35,"416 Willow St, Dallas, TX 75001",51130.0
244257,27in 4K Gaming Monitor,1,389.99,08/22/19 16:55,"455 9th St, San Francisco, CA 94016",71622.0
254723,AA Batteries (4-pack),1,3.84,09/11/19 19:20,"521 Washington St, Atlanta, GA 30301",9697.0
231008,Google Phone,1,600,07/17/19 15:39,"326 Forest St, San Francisco, CA 94016",28521.0
148636,ThinkPad Laptop,1,999.99,01/30/19 07:23,"89 Chestnut St, San Francisco, CA 94016",16374.0
309037,USB-C Charging Cable,1,11.95,12/23/19 13:05,"513 Hill St, Dallas, TX 75001",31754.0
148022,Lightning Charging Cable,1,14.95,01/13/19 07:56,"693 Lincoln St, Atlanta, GA 30301",45796.0
314826,Wired Headphones,1,11.99,12/23/19 12:08,"472 Adams St, San Francisco, CA 94016",2818.0
155637,Apple Airpods Headphones,1,150,02/07/19 18:21,"284 Forest St, Seattle, WA 98101",74940.0
303339,Apple Airpods Headphones,1,150,12/11/19 13:47,"533 Washington St, Boston, MA 02215",42534.0
147273,iPhone,1,700,01/03/19 19:52,"328 8th St, New York City, NY 10001",13180.0
181988,Lightning Charging Cable,1,14.95,04/21/19 13:01,"759 Lakeview St, Atlanta, GA 30301",836.0
190630,USB-C Charging Cable,1,11.95,04/19/19 17:16,"529 Maple St, Los Angeles, CA 90001",8516.0
152171,27in FHD Monitor,1,149.99,02/24/19 20:22,"707 Hill St, Austin, TX 73301",46251.0
213573,USB-C Charging Cable,1,11.95,06/06/19 13:24,"548 Jackson St, Dallas, TX 75001",58596.0
319149,USB-C Charging Cable,1,11.95,12/02/19 12:46,"990 North St, Atlanta, GA 30301",38846.0
163133,USB-C Charging Cable,1,11.95,03/08/19 16:27,"267 Highland St, New York City, NY 10001",58842.0
170265,USB-C Charging Cable,1,11.95,03/31/19 09:45,"638 9th St, San Francisco, CA 94016",68519.0
313889,AAA Batteries (4-pack),1,2.99,12/19/19 07:57,"824 Forest St, Boston, MA 02215",66475.0
315005,USB-C Charging Cable,1,11.95,12/09/19 20:30,"388 Cherry St, Austin, TX 73301",2128.0
306865,Macbook Pro Laptop,1,1700,12/25/19 01:46,"969 Cedar St, San Francisco, CA 94016",77953.0
319371,Apple Airpods Headphones,1,150,12/28/19 20:16,"858 North St, Portland, OR 97035",70578.0
149788,Flatscreen TV,1,300,01/28/19 00:52,"310 North St, Portland, OR 97035",41630.0
151091,Lightning Charging Cable,1,14.95,02/25/19 15:29,"482 8th St, Austin, TX 73301",68941.0
302838,27in 4K Gaming Monitor,1,389.99,12/27/19 12:21,"955 North St, Dallas, TX 75001",33479.0
315463,AAA Batteries (4-pack),1,2.99,12/20/19 12:25,"13 Madison St, San Francisco, CA 94016",78062.0
230947,AA Batteries (4-pack),1,3.84,07/31/19 19:36,"843 Walnut St, Boston, MA 02215",8971.0
189014,20in Monitor,1,109.99,04/22/19 15:33,"303 Madison St, San Francisco, CA 94016",27593.0
244437,Lightning Charging Cable,1,14.95,08/18/19 10:17,"241 Meadow St, New York City, NY 10001",33609.0
260480,AA Batteries (4-pack),1,3.84,10/16/19 02:38,"364 10th St, New York City, NY 10001",32586.0
288065,27in FHD Monitor,1,149.99,11/13/19 23:21,"190 10th St, Atlanta, GA 30301",63504.0
187434,USB-C Charging Cable,1,11.95,04/07/19 21:55,"318 Cedar St, Portland, OR 97035",34266.0
243809,Wired Headphones,1,11.99,08/15/19 19:15,"480 8th St, Atlanta, GA 30301",53960.0
314821,Lightning Charging Cable,1,14.95,12/11/19 14:47,"891 Maple St, New York City, NY 10001",24159.0
240413,AA Batteries (4-pack),1,3.84,08/22/19 09:26,"696 Center St, New York City, NY 10001",70390.0
258403,USB-C Charging Cable,1,11.95,09/08/19 09:01,"242 5th St, Boston, MA 02215",27085.0
256991,Flatscreen TV,1,300,09/10/19 10:39,"19 South St, Boston, MA 02215",19344.0
245642,AA Batteries (4-pack),1,3.84,08/21/19 18:33,"681 Chestnut St, Portland, ME 04101",24476.0
317509,Lightning Charging Cable,1,14.95,12/30/19 16:06,"149 Elm St, Portland, OR 97035",37476.0
255571,iPhone,1,700,09/23/19 19:10,"482 South St, New York City, NY 10001",61211.0
247571,20in Monitor,1,109.99,08/02/19 09:37,"232 4th St, Dallas, TX 75001",69166.0
284607,Lightning Charging Cable,1,14.95,11/13/19 13:37,"689 13th St, New York City, NY 10001",61143.0
250938,AAA Batteries (4-pack),2,2.99,09/12/19 21:35,"752 Lake St, Seattle, WA 98101",63345.0
169153,Bose SoundSport Headphones,1,99.99,03/22/19 11:54,"931 Jefferson St, Atlanta, GA 30301",6703.0
268940,AAA Batteries (4-pack),1,2.99,10/30/19 21:08,"949 10th St, Los Angeles, CA 90001",38187.0
300038,Wired Headphones,1,11.99,12/25/19 14:44,"229 10th St, Los Angeles, CA 90001",46193.0
177905,Bose SoundSport Headphones,1,99.99,04/12/19 11:19,"12 Elm St, San Francisco, CA 94016",76975.0
279044,AAA Batteries (4-pack),2,2.99,11/11/19 08:09,"373 Sunset St, Seattle, WA 98101",21847.0
155461,Wired Headphones,1,11.99,02/17/19 05:56,"292 Adams St, San Francisco, CA 94016",35148.0
302428,Google Phone,1,600,12/18/19 21:10,"896 Jackson St, Atlanta, GA 30301",17785.0
161152,USB-C Charging Cable,2,11.95,02/20/19 10:10,"529 Spruce St, Seattle, WA 98101",26611.0
216248,Apple Airpods Headphones,1,150,06/16/19 20:42,"994 Wilson St, Los Angeles, CA 90001",40282.0
239152,AAA Batteries (4-pack),2,2.99,08/16/19 15:12,"759 Walnut St, San Francisco, CA 94016",22679.0
186993,AAA Batteries (4-pack),1,2.99,04/29/19 07:17,"320 13th St, New York City, NY 10001",61900.0
230635,AA Batteries (4-pack),1,3.84,07/14/19 07:49,"793 Willow St, San Francisco, CA 94016",3595.0
272864,USB-C Charging Cable,1,11.95,10/02/19 08:49,"85 South St, Boston, MA 02215",20062.0
224107,Bose SoundSport Headphones,1,99.99,07/18/19 10:57,"460 Church St, New York City, NY 10001",59577.0
177477,AAA Batteries (4-pack),1,2.99,04/03/19 19:49,"339 5th St, New York City, NY 10001",39927.0
214962,Wired Headphones,1,11.99,06/19/19 12:29,"190 Willow St, Los Angeles, CA 90001",58062.0
170375,Wired Headphones,1,11.99,03/07/19 11:30,"982 South St, Dallas, TX 75001",148.0
275274,AA Batteries (4-pack),1,3.84,10/25/19 19:29,"932 Adams St, New York City, NY 10001",14078.0
292758,Apple Airpods Headphones,1,150,11/25/19 15:58,"460 Maple St, Los Angeles, CA 90001",37400.0
212331,Apple Airpods Headphones,1,150,06/08/19 12:07,"552 5th St, Seattle, WA 98101",11116.0
188390,Apple Airpods Headphones,1,150,04/04/19 19:33,"24 Meadow St, Seattle, WA 98101",60638.0
250925,20in Monitor,1,109.99,09/25/19 10:31,"977 12th St, Boston, MA 02215",22063.0
213630,USB-C Charging Cable,2,11.95,06/12/19 19:12,"747 Highland St, Los Angeles, CA 90001",47491.0
293196,Bose SoundSport Headphones,1,99.99,11/15/19 21:06,"994 10th St, New York City, NY 10001",3749.0
232825,Apple Airpods Headphones,1,150,07/28/19 00:23,"689 Elm St, Portland, OR 97035",9523.0
310775,USB-C Charging Cable,1,11.95,12/08/19 14:41,"948 Wilson St, Los Angeles, CA 90001",14484.0
291046,34in Ultrawide Monitor,1,379.99,11/20/19 13:11,"647 Cherry St, Austin, TX 73301",36899.0
191372,Lightning Charging Cable,1,14.95,04/07/19 05:52,"227 Johnson St, New York City, NY 10001",8285.0
158271,27in FHD Monitor,1,149.99,02/20/19 11:35,"821 Hickory St, New York City, NY 10001",66032.0
274359,AA Batteries (4-pack),1,3.84,10/11/19 20:49,"205 Lake St, Boston, MA 02215",32446.0
180321,USB-C Charging Cable,1,11.95,04/23/19 07:27,"883 14th St, Dallas, TX 75001",13709.0
286126,Lightning Charging Cable,1,14.95,11/21/19 17:28,"107 Adams St, San Francisco, CA 94016",11158.0
241446,Flatscreen TV,1,300,08/11/19 08:10,"537 Lake St, Dallas, TX 75001",64372.0
261076,27in 4K Gaming Monitor,1,389.99,10/27/19 20:03,"861 Main St, Atlanta, GA 30301",77799.0
267007,Wired Headphones,1,11.99,10/06/19 11:51,"637 Wilson St, Los Angeles, CA 90001",38696.0
251741,AA Batteries (4-pack),1,3.84,09/20/19 18:50,"106 Elm St, Los Angeles, CA 90001",2580.0
143355,27in 4K Gaming Monitor,1,389.99,01/25/19 17:02,"195 4th St, Los Angeles, CA 90001",69588.0
300544,27in 4K Gaming Monitor,1,389.99,12/02/19 09:43,"555 West St, Dallas, TX 75001",35717.0
160304,Apple Airpods Headphones,1,150,02/01/19 12:49,"837 Cedar St, Portland, ME 04101",54346.0
143795,AAA Batteries (4-pack),2,2.99,01/08/19 17:47,"119 Jackson St, Los Angeles, CA 90001",66165.0
218101,Bose SoundSport Headphones,1,99.99,06/15/19 11:54,"403 Wilson St, New York City, NY 10001",62751.0
194380,Apple Airpods Headphones,1,150,05/05/19 12:05,"589 2nd St, Los Angeles, CA 90001",68792.0
290372,iPhone,1,700,11/01/19 20:24,"309 Park St, San Francisco, CA 94016",19810.0
197597,AAA Batteries (4-pack),3,2.99,05/28/19 16:05,"579 Sunset St, Los Angeles, CA 90001",67877.0
202935,USB-C Charging Cable,1,11.95,05/10/19 16:10,"869 Lincoln St, Los Angeles, CA 90001",69214.0
226564,Lightning Charging Cable,1,14.95,07/01/19 22:18,"984 Cedar St, San Francisco, CA 94016",35851.0
152697,AAA Batteries (4-pack),1,2.99,02/15/19 20:34,"576 Church St, San Francisco, CA 94016",60424.0
260786,Wired Headphones,1,11.99,10/05/19 20:30,"84 Center St, Los Angeles, CA 90001",35946.0
220484,AAA Batteries (4-pack),2,2.99,06/09/19 14:36,"123 Willow St, Los Angeles, CA 90001",32746.0
205098,AA Batteries (4-pack),1,3.84,05/25/19 14:18,"395 Cherry St, Austin, TX 73301",56454.0
210944,27in FHD Monitor,1,149.99,06/21/19 16:28,"773 Cedar St, Seattle, WA 98101",48545.0
236028,Bose SoundSport Headphones,1,99.99,07/04/19 00:56,"711 Sunset St, New York City, NY 10001",41580.0
235020,27in FHD Monitor,1,149.99,07/24/19 12:21,"851 Spruce St, Los Angeles, CA 90001",23454.0
265811,Apple Airpods Headphones,1,150,10/20/19 15:04,"366 Meadow St, San Francisco, CA 94016",55902.0
